Which_Iphone,Extracted_Model,Price,Memory(GB),battery_percentage,State,Seller,City,Region,Model_Series,Model_Type
13,13,250000,128,88,Б/у,Частное лицо,им.Жанкожа батыра,Кызылординская область,13,
14,14 pro,380000,128,88,Б/у,Бизнес,Павлодар,Павлодарская область,14,pro
15,15 pro max,460000,256,94,Б/у,Частное лицо,Павлодар,Павлодарская область,15,pro max
14,14 pro,207000,128,88,Новый,Частное лицо,Алматы,Алматинская область,14,pro
16,16 pro,600000,256,99,Новый,Частное лицо,Астана,Акмолинская область,16,pro
13,13 pro max,450000,512,88,Б/у,Частное лицо,Болтирик шешен,Жамбылская область,13,pro max
13,13,190000,128,88,Б/у,Частное лицо,Караганда,Карагандинская область,13,
13,13,160000,128,79,Б/у,Бизнес,Шымкент,Туркестанская область,13,
15,15 pro max,465000,256,94,Б/у,Бизнес,Костанай,Костанайская область,15,pro max
13,13,190000,128,85,Б/у,Бизнес,Актау,Мангистауская область,13,
15,15 pro max,485000,256,100,Б/у,Бизнес,Астана,Акмолинская область,15,pro max
13,13,400000,128,100,Б/у,Частное лицо,Алматы,Алматинская область,13,
13,13 pro max,299999,1024,88,Б/у,Частное лицо,Астана,Акмолинская область,13,pro max
13,13,190000,128,88,Б/у,Бизнес,Астана,Акмолинская область,13,
13,13 pro,370000,128,88,Новый,Частное лицо,Павлодар,Павлодарская область,13,pro
13,13 pro max,660000,1024,99,Новый,Частное лицо,Алматы,Алматинская область,13,pro max
13,13 pro max,280000,256,87,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
12,12 pro max,210000,128,77,Б/у,Частное лицо,Шымкент,Туркестанская область,12,pro max
13,13,300000,128,88,Новый,Частное лицо,Ленгер,Туркестанская область,13,
14,14,230000,256,85,Б/у,Частное лицо,Аксай,Атырауская область,14,
14,14 pro,230000,128,88,Б/у,Частное лицо,Мангистау,Мангистауская область,14,pro
12,12 pro,190000,256,78,Б/у,Частное лицо,Нура,Актюбинская область,12,pro
15,15,315000,128,94,Б/у,Бизнес,Алматы,Алматинская область,15,
16,16 pro,555000,256,99,Новый,Бизнес,Астана,Акмолинская область,16,pro
14,14 pro max,330000,128,85,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,14,pro max
13,13 pro,175000,128,90,Б/у,Частное лицо,Большой Чаган,Западно-Казахстанская область,13,pro
16,16 pro max,660000,256,99,Новый,Бизнес,Актобе,Актюбинская область,16,pro max
14,14 pro max,400000,256,87,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
13,13,200000,128,99,Б/у,Частное лицо,Актау,Западно-Казахстанская область,13,
15,15 pro,500000,256,98,Б/у,Частное лицо,им.Жанкожа батыра,Кызылординская область,15,pro
14,14 pro,200000,128,89,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
12,12 pro,155000,128,78,Б/у,Бизнес,Астана,Акмолинская область,12,pro
13,13,185000,128,85,Б/у,Бизнес,Астана,Акмолинская область,13,
12,12,250000,128,84,Новый,Частное лицо,Болтирик шешен,Жамбылская область,12,
12,12 pro,150000,128,79,Б/у,Частное лицо,Астана,Акмолинская область,12,pro
12,12,130000,64,79,Б/у,Частное лицо,Караганда,Карагандинская область,12,
15,15 pro max,520000,256,94,Новый,Частное лицо,Шанырак,Алматинская область,15,pro max
12,12 pro,280000,128,89,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
12,12 pro,150000,256,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
16,16,386000,128,99,Новый,Бизнес,Алматы,Алматинская область,16,
12,12,170000,128,84,Новый,Частное лицо,Алматы,Алматинская область,12,
15,15,260000,128,89,Б/у,Частное лицо,Алматы,Алматинская область,15,
14,14 pro max,400000,256,85,Б/у,Частное лицо,Караганда,Карагандинская область,14,pro max
14,14 pro,260000,128,91,Б/у,Частное лицо,Костанай,Костанайская область,14,pro
13,13 pro max,280000,128,84,Б/у,Частное лицо,Астана,Акмолинская область,13,pro max
14,14,235000,128,88,Б/у,Частное лицо,Щучинск,Акмолинская область,14,
15,15 pro,550000,256,94,Новый,Частное лицо,Алматы,Алматинская область,15,pro
15,15 pro,460000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,pro
15,15 pro max,450000,256,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro max
13,13 pro max,359900,256,100,Б/у,Бизнес,Астана,Акмолинская область,13,pro max
15,15 pro,440000,256,100,Б/у,Бизнес,Талас,Жамбылская область,15,pro
16,16 pro max,776820,512,99,Новый,Частное лицо,Алматы,Алматинская область,16,pro max
12,12 pro max,145000,128,84,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
13,13,250000,256,88,Б/у,Бизнес,Актау,Западно-Казахстанская область,13,
13,13 pro max,499999,1024,88,Б/у,Частное лицо,Еркин,Алматинская область,13,pro max
14,14 pro,170000,128,90,Б/у,Частное лицо,Караганда,Карагандинская область,14,pro
12,12 pro,250000,128,84,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,12,pro
12,12,165000,128,83,Б/у,Бизнес,Актобе,Актюбинская область,12,
15,15 pro max,480000,256,99,Б/у,Частное лицо,Актобе,Актюбинская область,15,pro max
13,13,225000,128,99,Новый,Частное лицо,Астана,Акмолинская область,13,
12,12,130000,128,85,Б/у,Частное лицо,Жолбарыса Калшораева,Туркестанская область,12,
14,14 pro,350000,256,88,Б/у,Частное лицо,Чапаево,Карагандинская область,14,pro
14,14 pro,380000,128,88,Б/у,Бизнес,Рудный,Костанайская область,14,pro
13,13 pro,210000,128,88,Б/у,Бизнес,Усть-Каменогорск,Восточно-Казахстанская область,13,pro
15,15 pro max,525000,256,100,Новый,Частное лицо,Алгабас,Алматинская область,15,pro max
15,15,300000,128,100,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,15,
15,15 pro,380000,128,97,Б/у,Бизнес,Актау,Мангистауская область,15,pro
16,16,385000,128,100,Новый,Бизнес,Шымкент,Туркестанская область,16,
14,14 pro max,355000,256,88,Б/у,Частное лицо,Бесагаш,Алматинская область,14,pro max
12,12 pro max,205000,256,84,Б/у,Бизнес,Балхаш,Карагандинская область,12,pro max
16,16 pro,590000,256,99,Новый,Частное лицо,Астана,Акмолинская область,16,pro
13,13 pro,232000,128,79,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,pro
13,13 pro,300000,256,88,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,pro
14,14 pro max,350000,128,93,Б/у,Бизнес,Астана,Акмолинская область,14,pro max
13,13,270000,128,94,Б/у,Частное лицо,Алматы,Алматинская область,13,
12,12 pro max,360000,256,84,Б/у,Частное лицо,Кокшетау,Акмолинская область,12,pro max
15,15 pro max,450000,256,98,Б/у,Бизнес,Астана,Акмолинская область,15,pro max
16,16 pro,525000,128,99,Новый,Бизнес,Алматы,Алматинская область,16,pro
13,13 pro max,270000,256,87,Б/у,Бизнес,Астана,Акмолинская область,13,pro max
14,14 pro max,400000,512,86,Б/у,Частное лицо,Гульдала,Алматинская область,14,pro max
12,12 mini,165000,128,79,Б/у,Частное лицо,Алгабас,Алматинская область,12,mini
12,12 mini,100000,128,77,Б/у,Частное лицо,Алматы,Алматинская область,12,mini
14,14,230000,128,85,Б/у,Частное лицо,Тельмана,Алматинская область,14,
14,14 pro max,230000,128,89,Б/у,Частное лицо,Актау,Мангистауская область,14,pro max
12,12 pro,260000,512,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
16,16,390000,128,99,Новый,Бизнес,Алматы,Алматинская область,16,
14,14 pro max,270000,256,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
14,14 pro max,200000,256,88,Новый,Частное лицо,Зыряновск,Восточно-Казахстанская область,14,pro max
14,14 pro max,500000,512,95,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro max
14,14 pro,500000,128,100,Б/у,Частное лицо,Караганда,Карагандинская область,14,pro
12,12,280000,128,85,Б/у,Частное лицо,Астана,Акмолинская область,12,
15,15 pro,600000,128,94,Новый,Частное лицо,Жезказган,Карагандинская область,15,pro
13,13,355000,128,88,Новый,Частное лицо,Конаев (Капчагай),Алматинская область,13,
14,14 pro max,680000,128,94,Новый,Частное лицо,Шымкент,Туркестанская область,14,pro max
16,16 pro,600000,128,99,Новый,Частное лицо,Шымкент,Туркестанская область,16,pro
13,13,230000,256,88,Б/у,Частное лицо,Павлодар,Павлодарская область,13,
14,14 pro,320000,128,88,Б/у,Бизнес,Астана,Акмолинская область,14,pro
13,13,165000,128,89,Б/у,Частное лицо,Экибастуз,Павлодарская область,13,
15,15 pro,460000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,pro
15,15 pro max,560000,256,94,Новый,Бизнес,Алматы,Алматинская область,15,pro max
13,13,250000,128,88,Новый,Частное лицо,им.Балуана Шолака,Жамбылская область,13,
12,12 pro max,250000,128,83,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
14,14 pro,250000,128,88,Б/у,Частное лицо,Жаркент,Алматинская область,14,pro
14,14 pro max,400000,512,89,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
12,12 pro max,185000,256,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
16,16 pro max,857000,1024,99,Новый,Бизнес,Павлодар,Павлодарская область,16,pro max
12,12 pro,165000,256,79,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
12,12,130000,128,75,Б/у,Частное лицо,Мангистау,Мангистауская область,12,
13,13,160000,128,88,Б/у,Частное лицо,Актау,Мангистауская область,13,
13,13 pro max,240000,128,82,Б/у,Бизнес,Астана,Акмолинская область,13,pro max
15,15 pro,315000,128,100,Новый,Бизнес,Алматы,Алматинская область,15,pro
14,14 pro,400000,256,86,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro
14,14,210000,128,87,Б/у,Частное лицо,Атырау,Атырауская область,14,
14,14 pro max,400000,256,88,Новый,Частное лицо,Толе би,Жамбылская область,14,pro max
13,13,260000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
13,13 pro max,650000,128,88,Новый,Частное лицо,Актубек,Карагандинская область,13,pro max
15,15 pro,360000,128,94,Б/у,Бизнес,Астана,Акмолинская область,15,pro
12,12,210000,64,83,Б/у,Частное лицо,Нура,Актюбинская область,12,
12,12 pro,185000,128,87,Б/у,Бизнес,Астана,Акмолинская область,12,pro
13,13 pro,270000,512,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
15,15 pro,430000,256,91,Новый,Частное лицо,Уральск,Западно-Казахстанская область,15,pro
14,14 pro,275000,128,89,Б/у,Бизнес,Алматы,Алматинская область,14,pro
13,13 mini,140000,128,88,Б/у,Бизнес,Караганда,Карагандинская область,13,mini
13,13,270000,256,88,Б/у,Частное лицо,Астана,Акмолинская область,13,
14,14 pro,360000,128,88,Б/у,Частное лицо,Аксу,Павлодарская область,14,pro
14,14 pro,340000,128,88,Б/у,Бизнес,Астана,Акмолинская область,14,pro
14,14 pro,425000,256,88,Новый,Бизнес,Усть-Каменогорск,Восточно-Казахстанская область,14,pro
15,15 pro max,550000,256,100,Б/у,Бизнес,Актобе,Актюбинская область,15,pro max
13,13 pro max,350000,256,90,Б/у,Частное лицо,Атырау,Атырауская область,13,pro max
14,14 pro max,350000,128,95,Б/у,Бизнес,Алматы,Алматинская область,14,pro max
14,14 pro,380000,256,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
13,13 pro,200000,128,84,Б/у,Частное лицо,Сатпаев,Карагандинская область,13,pro
13,13 pro,158000,128,88,Б/у,Бизнес,Уштобе,Алматинская область,13,pro
12,12 pro,210000,128,84,Б/у,Частное лицо,Павлодар,Павлодарская область,12,pro
13,13,160000,128,84,Б/у,Частное лицо,Хромтау,Актюбинская область,13,
14,14 pro max,390000,256,90,Б/у,Бизнес,Алматы,Алматинская область,14,pro max
12,12 pro,130000,128,76,Б/у,Бизнес,Талдыкорган,Алматинская область,12,pro
13,13 pro max,230000,256,77,Б/у,Бизнес,Алматы,Алматинская область,13,pro max
12,12 pro,280000,128,100,Новый,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,12,pro
12,12 pro,420000,128,93,Б/у,Частное лицо,Актобе,Актюбинская область,12,pro
14,14 pro,380000,128,88,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro
12,12 pro max,200000,256,84,Б/у,Частное лицо,Шымкент,Туркестанская область,12,pro max
13,13 mini,150000,128,86,Б/у,Частное лицо,Кызылорда,Кызылординская область,13,mini
14,14,195000,128,89,Б/у,Бизнес,Астана,Акмолинская область,14,
12,12 pro max,219900,128,90,Б/у,Бизнес,Алматы,Алматинская область,12,pro max
14,14,305000,128,88,Новый,Бизнес,Актобе,Актюбинская область,14,
13,13,350000,256,99,Новый,Частное лицо,Актобе,Актюбинская область,13,
12,12 pro,120000,128,91,Б/у,Бизнес,Алматы,Алматинская область,12,pro
15,15 pro,440000,256,94,Б/у,Частное лицо,Актобе,Актюбинская область,15,pro
12,12 pro max,190000,256,84,Б/у,Бизнес,Шымкент,Туркестанская область,12,pro max
14,14 pro max,400000,128,88,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,14,pro max
13,13,170000,128,78,Б/у,Частное лицо,Астана,Акмолинская область,13,
15,15,305000,128,100,Б/у,Бизнес,Астана,Акмолинская область,15,
16,16 pro,590000,256,100,Новый,Бизнес,Алматы,Алматинская область,16,pro
15,15 pro,460000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,pro
14,14 plus,240000,256,87,Б/у,Частное лицо,Алматы,Алматинская область,14,plus
12,12 mini,125000,128,79,Б/у,Частное лицо,Шымкент,Туркестанская область,12,mini
15,15 pro max,505000,128,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro max
12,12 pro,235000,128,86,Б/у,Частное лицо,Нуркен,Карагандинская область,12,pro
13,13 pro,210000,128,88,Б/у,Частное лицо,Астана,Акмолинская область,13,pro
14,14 plus,225000,128,88,Б/у,Бизнес,Актау,Мангистауская область,14,plus
12,12 mini,300000,64,84,Б/у,Частное лицо,Талас,Жамбылская область,12,mini
13,13 pro,250000,256,94,Б/у,Бизнес,Астана,Акмолинская область,13,pro
15,15 pro,390000,128,90,Б/у,Частное лицо,Кызылорда,Кызылординская область,15,pro
14,14 pro max,370000,256,87,Б/у,Бизнес,Астана,Акмолинская область,14,pro max
12,12 pro max,150000,128,84,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
12,12 mini,115000,64,76,Б/у,Частное лицо,Павлодар,Павлодарская область,12,mini
12,12,140000,64,84,Б/у,Частное лицо,Жезказган,Карагандинская область,12,
14,14,235000,128,95,Б/у,Бизнес,Астана,Акмолинская область,14,
12,12 pro max,170000,128,84,Новый,Частное лицо,Есик,Алматинская область,12,pro max
12,12 pro max,200000,128,77,Б/у,Частное лицо,Балхаш,Карагандинская область,12,pro max
12,12 mini,240000,128,83,Б/у,Частное лицо,Актобе,Актюбинская область,12,mini
13,13 pro max,390000,256,88,Новый,Частное лицо,Караганда,Карагандинская область,13,pro max
14,14 pro,350000,64,94,Б/у,Бизнес,Астана,Акмолинская область,14,pro
13,13,260000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
13,13,170000,128,83,Б/у,Бизнес,Актау,Мангистауская область,13,
13,13 pro,290000,512,80,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
15,15,290000,128,100,Б/у,Бизнес,Астана,Акмолинская область,15,
12,12 pro max,290000,256,84,Б/у,Частное лицо,Сауран,Туркестанская область,12,pro max
14,14,220000,128,88,Б/у,Частное лицо,Каменка,Алматинская область,14,
13,13,190000,128,86,Б/у,Бизнес,Астана,Акмолинская область,13,
15,15 pro,500000,128,94,Б/у,Частное лицо,Индерборский,Атырауская область,15,pro
13,13,350000,128,88,Б/у,Частное лицо,Актау,Мангистауская область,13,
14,14 pro,325000,256,100,Б/у,Бизнес,Алматы,Алматинская область,14,pro
13,13,185000,128,88,Б/у,Бизнес,Астана,Акмолинская область,13,
13,13,205000,128,88,Новый,Частное лицо,Еркинкала,Атырауская область,13,
12,12 pro,160000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
14,14 pro,340000,256,92,Б/у,Бизнес,Караганда,Карагандинская область,14,pro
12,12 pro max,220000,512,78,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
14,14,235900,256,86,Б/у,Бизнес,Шымкент,Туркестанская область,14,
13,13,180000,128,88,Б/у,Частное лицо,Астана,Акмолинская область,13,
13,13,220000,128,100,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,13,
15,15 pro,430000,128,94,Б/у,Бизнес,Астана,Акмолинская область,15,pro
15,15 pro,435000,128,100,Б/у,Бизнес,Кокшетау,Акмолинская область,15,pro
14,14 pro max,370000,256,86,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
12,12,160000,64,84,Б/у,Частное лицо,Алматы,Алматинская область,12,
15,15 pro,365000,256,100,Б/у,Бизнес,Шымкент,Туркестанская область,15,pro
12,12 pro max,350000,256,88,Б/у,Частное лицо,Караганда,Карагандинская область,12,pro max
12,12 pro max,200000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
15,15 plus,300000,128,100,Б/у,Частное лицо,Астана,Акмолинская область,15,plus
15,15 pro max,410000,128,94,Б/у,Частное лицо,Нуркен,Карагандинская область,15,pro max
13,13,220000,128,86,Б/у,Частное лицо,Актау,Мангистауская область,13,
15,15 pro,450000,128,92,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,15,pro
12,12 pro,190000,128,84,Б/у,Частное лицо,Бесагаш,Алматинская область,12,pro
15,15 pro,400000,128,90,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
14,14 pro max,550000,1024,88,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro max
15,15,335000,256,100,Б/у,Бизнес,Астана,Акмолинская область,15,
13,13 pro,275000,256,89,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,13,pro
14,14 pro,320000,128,88,Б/у,Бизнес,Алматы,Алматинская область,14,pro
15,15 pro max,590000,256,94,Новый,Бизнес,Петропавловск,Северо-Казахстанская область,15,pro max
13,13 pro,410000,128,100,Новый,Частное лицо,Карабулак,Туркестанская область,13,pro
13,13,200000,128,88,Б/у,Частное лицо,Жезказган,Карагандинская область,13,
12,12 pro,200000,64,84,Б/у,Частное лицо,Аягоз,Восточно-Казахстанская область,12,pro
13,13 pro,230000,256,87,Б/у,Частное лицо,Алгабас,Алматинская область,13,pro
13,13 pro max,570000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
13,13 pro,225000,256,85,Б/у,Частное лицо,Астана,Акмолинская область,13,pro
12,12 pro max,240000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
16,16 pro max,530000,128,100,Новый,Бизнес,Алматы,Алматинская область,16,pro max
14,14 pro,320000,256,88,Б/у,Бизнес,Астана,Акмолинская область,14,pro
14,14,230000,128,85,Б/у,Частное лицо,Шымкент,Туркестанская область,14,
14,14 pro max,265000,256,90,Б/у,Бизнес,Шымкент,Туркестанская область,14,pro max
12,12 pro max,210000,256,81,Б/у,Частное лицо,Тараз,Жамбылская область,12,pro max
12,12 pro max,190000,128,84,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,12,pro max
12,12,200000,64,84,Б/у,Частное лицо,Астана,Акмолинская область,12,
13,13,195000,128,100,Б/у,Бизнес,Астана,Акмолинская область,13,
13,13 pro,265000,256,86,Б/у,Бизнес,Астана,Акмолинская область,13,pro
13,13,350000,128,100,Б/у,Частное лицо,Астана,Акмолинская область,13,
14,14,310000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,14,
14,14 pro,450000,128,88,Новый,Частное лицо,Алматы,Алматинская область,14,pro
13,13 pro max,520000,128,88,Новый,Частное лицо,Кызылорда,Кызылординская область,13,pro max
12,12,175000,128,100,Б/у,Бизнес,Астана,Акмолинская область,12,
13,13 pro max,300000,128,86,Новый,Частное лицо,Семей,Восточно-Казахстанская область,13,pro max
14,14,229600,128,88,Б/у,Бизнес,Костанай,Костанайская область,14,
13,13 pro,250000,128,88,Б/у,Частное лицо,Актобе,Актюбинская область,13,pro
13,13,209900,256,76,Б/у,Бизнес,Алматы,Алматинская область,13,
14,14,270000,256,88,Б/у,Бизнес,Актобе,Актюбинская область,14,
13,13 pro,300000,128,86,Б/у,Частное лицо,Бесагаш,Алматинская область,13,pro
14,14 pro max,439990,128,90,Б/у,Бизнес,Актобе,Актюбинская область,14,pro max
13,13,250000,128,88,Б/у,Частное лицо,Курык,Мангистауская область,13,
12,12 pro,180000,128,82,Б/у,Бизнес,Сарыкамыс,Атырауская область,12,pro
12,12,175000,128,89,Б/у,Частное лицо,Астана,Акмолинская область,12,
16,16 pro max,520000,128,100,Новый,Бизнес,Алматы,Алматинская область,16,pro max
15,15 pro,503950,128,100,Новый,Бизнес,Петропавловск,Северо-Казахстанская область,15,pro
14,14,240000,128,88,Б/у,Частное лицо,Шымкент,Туркестанская область,14,
15,15 pro max,700000,256,94,Новый,Частное лицо,Костанай,Костанайская область,15,pro max
13,13,170000,128,85,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,
15,15 pro max,470000,512,91,Б/у,Бизнес,Астана,Акмолинская область,15,pro max
14,14 pro,400000,256,90,Б/у,Частное лицо,Актобе,Актюбинская область,14,pro
13,13,180000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,13,
15,15 pro,500000,128,94,Б/у,Частное лицо,Талдыкорган,Алматинская область,15,pro
12,12,150000,64,88,Б/у,Частное лицо,Павлодар,Павлодарская область,12,
13,13,190000,128,89,Б/у,Бизнес,Актау,Мангистауская область,13,
14,14 pro,260000,128,86,Б/у,Бизнес,Шымкент,Туркестанская область,14,pro
13,13 pro,265000,128,80,Б/у,Частное лицо,им.Балуана Шолака,Жамбылская область,13,pro
12,12 pro,400000,128,83,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,12,pro
15,15 pro max,450000,256,100,Б/у,Частное лицо,Алматы,Алматинская область,15,pro max
12,12,135000,128,84,Б/у,Частное лицо,Байсерке,Алматинская область,12,
13,13,190000,128,88,Б/у,Частное лицо,Астана,Акмолинская область,13,
13,13 pro max,520000,128,88,Новый,Частное лицо,Талас,Жамбылская область,13,pro max
13,13,205000,128,88,Б/у,Частное лицо,Туркестан,Туркестанская область,13,
13,13 pro,300000,128,100,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,13,pro
12,12 pro max,360000,128,89,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
14,14 pro,380000,128,89,Б/у,Бизнес,Актобе,Актюбинская область,14,pro
13,13 pro max,250000,128,90,Б/у,Частное лицо,Шымкент,Туркестанская область,13,pro max
15,15 pro,410000,128,94,Б/у,Частное лицо,Сауран,Туркестанская область,15,pro
14,14 pro,205000,256,90,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
12,12 pro,250000,256,79,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,12,pro
14,14 pro max,330000,128,92,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
14,14,350000,128,92,Б/у,Частное лицо,Астана,Акмолинская область,14,
15,15 pro,450000,128,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro
12,12 pro max,380000,128,87,Б/у,Частное лицо,Коктал,Жамбылская область,12,pro max
14,14,359000,128,100,Б/у,Частное лицо,Астана,Акмолинская область,14,
13,13 mini,157000,128,77,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,mini
13,13,225000,128,100,Б/у,Бизнес,Астана,Акмолинская область,13,
16,16 pro max,175000,128,99,Новый,Частное лицо,Атырау,Атырауская область,16,pro max
15,15 pro,410000,128,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro
13,13,215000,128,88,Б/у,Частное лицо,Актобе,Актюбинская область,13,
13,13,180000,128,84,Б/у,Бизнес,Шымкент,Туркестанская область,13,
14,14,200900,128,87,Б/у,Бизнес,Алматы,Алматинская область,14,
15,15 pro,440000,128,100,Б/у,Бизнес,Костанай,Костанайская область,15,pro
13,13 pro,201900,128,88,Б/у,Бизнес,Алматы,Алматинская область,13,pro
12,12 pro max,340000,256,85,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,12,pro max
12,12 pro max,320000,128,84,Б/у,Частное лицо,Актау,Мангистауская область,12,pro max
12,12,145000,128,82,Б/у,Частное лицо,Караганда,Карагандинская область,12,
14,14,220000,128,87,Б/у,Частное лицо,Актобе,Актюбинская область,14,
13,13 pro max,520000,256,88,Б/у,Частное лицо,Астана,Акмолинская область,13,pro max
12,12 pro,299000,256,86,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
14,14,300000,256,91,Б/у,Частное лицо,Алматы,Алматинская область,14,
14,14,250000,256,88,Б/у,Частное лицо,Акколь,Акмолинская область,14,
14,14 pro,260000,128,88,Б/у,Частное лицо,Актау,Мангистауская область,14,pro
13,13,200000,128,88,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,
16,16 pro max,950000,1024,99,Новый,Частное лицо,Алматы,Алматинская область,16,pro max
16,16 pro,640000,256,99,Новый,Частное лицо,Астана,Акмолинская область,16,pro
14,14 pro max,370000,128,88,Б/у,Бизнес,Шымкент,Туркестанская область,14,pro max
14,14 pro,350000,256,88,Б/у,Бизнес,Усть-Каменогорск,Восточно-Казахстанская область,14,pro
16,16 pro max,615000,256,99,Новый,Бизнес,Алматы,Алматинская область,16,pro max
12,12 pro max,420000,128,90,Б/у,Частное лицо,Акбулак,Карагандинская область,12,pro max
12,12,130000,64,84,Б/у,Частное лицо,Астана,Акмолинская область,12,
12,12,115000,128,77,Б/у,Бизнес,Шымкент,Туркестанская область,12,
13,13 pro,200000,256,80,Б/у,Частное лицо,Чапаево,Алматинская область,13,pro
15,15,310000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,
12,12,169000,128,79,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,12,
13,13 pro,300000,128,88,Новый,Частное лицо,Караганда,Карагандинская область,13,pro
14,14,270000,256,88,Б/у,Бизнес,Актобе,Актюбинская область,14,
16,16 pro max,615000,256,99,Новый,Бизнес,Алматы,Алматинская область,16,pro max
15,15,410000,256,94,Новый,Частное лицо,Алматы,Алматинская область,15,
14,14 plus,480000,128,88,Новый,Частное лицо,Павлодар,Павлодарская область,14,plus
15,15 pro max,585000,256,94,Новый,Бизнес,Тараз,Жамбылская область,15,pro max
13,13 pro max,264000,256,88,Новый,Бизнес,Шымкент,Туркестанская область,13,pro max
14,14,200000,128,83,Б/у,Бизнес,Актау,Мангистауская область,14,
12,12 pro max,450000,256,100,Б/у,Частное лицо,Атырау,Атырауская область,12,pro max
13,13 pro,370000,256,87,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
14,14 pro max,339990,256,88,Б/у,Бизнес,Алматы,Алматинская область,14,pro max
13,13,260000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
15,15 pro max,440000,256,99,Б/у,Частное лицо,Павлодар,Павлодарская область,15,pro max
12,12 pro max,320000,128,84,Б/у,Частное лицо,Павлодар,Павлодарская область,12,pro max
15,15 pro max,470000,256,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro max
16,16,390000,128,99,Новый,Бизнес,Алматы,Алматинская область,16,
13,13,173000,256,79,Б/у,Бизнес,Шымкент,Туркестанская область,13,
12,12,140000,128,78,Б/у,Бизнес,Актау,Мангистауская область,12,
14,14 pro,400000,1024,88,Б/у,Бизнес,Астана,Акмолинская область,14,pro
14,14 pro,280000,128,95,Б/у,Бизнес,Алматы,Алматинская область,14,pro
14,14,250000,128,88,Б/у,Частное лицо,Талас,Алматинская область,14,
13,13,205000,128,89,Б/у,Бизнес,Костанай,Костанайская область,13,
